date,branch,revenue,transactions,complaints,atm_uptime_percent,staff_count,fraud_flags,revenue_change_pct,alert_summary
2027-07-05,Branch_3,103321.46,3473,40,92.13,22,0,22.32,Spike in customer complaints
2027-07-12,Branch_3,142219.87,3885,24,94.57,29,0,37.65,No significant issues
2027-07-19,Branch_3,120059.78,3009,22,92.9,41,0,-15.58,No significant issues
2027-07-26,Branch_3,145232.52,4892,45,97.29,18,0,20.97,Spike in customer complaints
2027-08-02,Branch_3,89939.66,2575,29,90.24,27,0,-38.07,Significant revenue drop; ATM downtime increased
2027-08-09,Branch_3,123062.48,1264,10,95.2,48,0,36.83,No significant issues
2027-08-16,Branch_3,74424.32,4731,41,89.41,23,0,-39.52,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2027-08-23,Branch_3,96342.9,1826,14,98.85,14,0,29.45,No significant issues
2027-08-30,Branch_3,67678.47,2947,8,95.52,15,0,-29.75,Significant revenue drop
2027-09-06,Branch_3,78938.82,4485,43,91.41,14,0,16.64,Spike in customer complaints; ATM downtime increased
2027-09-13,Branch_3,59989.24,2170,5,95.29,25,0,-24.01,Significant revenue drop
2027-09-20,Branch_3,106826.89,1810,24,97.94,12,0,78.08,No significant issues
2027-09-27,Branch_3,113868.84,4242,17,94.23,45,0,6.59,No significant issues
2027-10-04,Branch_3,112693.24,4149,45,93.61,32,0,-1.03,Spike in customer complaints
2027-10-11,Branch_3,86400.61,2552,41,92.35,43,0,-23.33,Significant revenue drop; Spike in customer complaints
2027-10-18,Branch_3,127845.6,3703,46,97.46,38,0,47.97,Spike in customer complaints
2027-10-25,Branch_3,136765.47,1193,2,93.16,16,1,6.98,Potential fraud detected
2027-11-01,Branch_3,124300.13,3769,32,95.61,32,0,-9.11,Spike in customer complaints
2027-11-08,Branch_3,89541.39,2967,33,97.14,45,0,-27.96,Significant revenue drop; Spike in customer complaints
2027-11-15,Branch_3,64268.51,3125,28,98.5,29,0,-28.22,Significant revenue drop
2027-11-22,Branch_3,104650.58,4248,30,97.99,29,0,62.83,No significant issues
2027-11-29,Branch_3,124577.65,3884,46,94.11,48,0,19.04,Spike in customer complaints
2027-12-06,Branch_3,90860.66,1245,19,92.04,18,0,-27.07,Significant revenue drop
2027-12-13,Branch_3,51148.87,4115,3,92.48,49,0,-43.71,Significant revenue drop
2027-12-20,Branch_3,101537.67,3450,43,92.92,15,0,98.51,Spike in customer complaints
2027-12-27,Branch_3,131374.26,2529,30,90.77,32,0,29.38,ATM downtime increased
2028-01-03,Branch_3,78988.42,4929,4,94.14,44,0,-39.88,Significant revenue drop
2028-01-10,Branch_3,140729.84,2700,46,97.23,20,0,78.17,Spike in customer complaints
2028-01-17,Branch_3,131241.29,1084,20,98.32,48,0,-6.74,No significant issues
2028-01-24,Branch_3,89819.65,2838,5,89.86,10,0,-31.56,Significant revenue drop; ATM downtime increased
2028-01-31,Branch_3,107174.72,1227,8,91.89,34,0,19.32,ATM downtime increased
2028-02-07,Branch_3,142395.63,3341,47,94.68,20,0,32.86,Spike in customer complaints
2028-02-14,Branch_3,77868.66,2437,14,89.64,21,0,-45.32,Significant revenue drop; ATM downtime increased
2028-02-21,Branch_3,61961.76,2213,24,97.61,17,0,-20.43,Significant revenue drop
2028-02-28,Branch_3,68684.81,4550,45,92.8,28,0,10.85,Spike in customer complaints
2028-03-06,Branch_3,78958.44,2799,14,99.4,22,1,14.96,Potential fraud detected
2028-03-13,Branch_3,97162.93,3267,22,97.91,13,0,23.06,No significant issues
2028-03-20,Branch_3,125932.48,3995,39,98.01,32,0,29.61,Spike in customer complaints
2028-03-27,Branch_3,120383.64,4960,35,99.77,17,0,-4.41,Spike in customer complaints
2028-04-03,Branch_3,60329.22,3242,1,90.52,45,0,-49.89,Significant revenue drop; ATM downtime increased
2028-04-10,Branch_3,131060.36,3992,49,91.81,33,0,117.24,Spike in customer complaints; ATM downtime increased
2028-04-17,Branch_3,60802.25,4525,43,90.5,13,0,-53.61,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2028-04-24,Branch_3,60864.61,4291,36,92.07,39,0,0.1,Spike in customer complaints
2028-05-01,Branch_3,141727.46,2851,13,94.97,21,0,132.86,No significant issues
2028-05-08,Branch_3,51658.07,4936,27,96.38,18,0,-63.55,Significant revenue drop
2028-05-15,Branch_3,111908.02,1551,41,96.49,39,0,116.63,Spike in customer complaints
2028-05-22,Branch_3,146048.74,4937,23,92.73,15,0,30.51,No significant issues
2028-05-29,Branch_3,100445.32,4912,22,98.41,48,0,-31.22,Significant revenue drop
2028-06-05,Branch_3,118893.68,2443,19,96.31,21,0,18.37,No significant issues
2028-06-12,Branch_3,103085.01,1278,37,94.09,23,0,-13.3,Spike in customer complaints
2028-06-19,Branch_3,126049.81,3293,40,93.25,22,0,22.28,Spike in customer complaints
2028-06-26,Branch_3,60687.65,1600,27,90.58,17,0,-51.85,Significant revenue drop; ATM downtime increased
2028-07-03,Branch_3,84394.49,3575,2,98.08,46,0,39.06,No significant issues
2028-07-10,Branch_3,132977.41,1189,23,93.52,13,0,57.57,No significant issues
2028-07-17,Branch_3,85852.27,3793,30,95.28,25,0,-35.44,Significant revenue drop
2028-07-24,Branch_3,109150.13,4466,18,95.15,50,0,27.14,No significant issues
2028-07-31,Branch_3,63256.36,4877,1,92.3,19,0,-42.05,Significant revenue drop
2028-08-07,Branch_3,132749.97,1943,2,96.5,49,1,109.86,Potential fraud detected
2028-08-14,Branch_3,92909.31,4651,23,98.49,44,0,-30.01,Significant revenue drop
2028-08-21,Branch_3,139163.91,1346,43,92.32,18,0,49.78,Spike in customer complaints
2028-08-28,Branch_3,123828.16,1393,42,95.59,16,0,-11.02,Spike in customer complaints
2028-09-04,Branch_3,134508.89,4915,34,89.04,32,0,8.63,Spike in customer complaints; ATM downtime increased
2028-09-11,Branch_3,128537.14,2856,13,94.56,43,1,-4.44,Potential fraud detected
2028-09-18,Branch_3,58528.2,3174,1,96.65,14,0,-54.47,Significant revenue drop
2028-09-25,Branch_3,132035.49,1418,41,98.39,26,0,125.59,Spike in customer complaints
2028-10-02,Branch_3,117449.1,4816,44,93.33,41,0,-11.05,Spike in customer complaints
2028-10-09,Branch_3,134425.11,4835,23,99.67,49,0,14.45,No significant issues
2028-10-16,Branch_3,62162.42,3317,25,90.43,13,0,-53.76,Significant revenue drop; ATM downtime increased
2028-10-23,Branch_3,52736.31,4143,15,91.74,18,0,-15.16,ATM downtime increased
2028-10-30,Branch_3,132662.87,4646,2,96.96,33,0,151.56,No significant issues
2028-11-06,Branch_3,95842.93,3570,34,98.52,15,0,-27.75,Significant revenue drop; Spike in customer complaints
2028-11-13,Branch_3,89050.27,4107,45,98.05,44,0,-7.09,Spike in customer complaints
2028-11-20,Branch_3,140807.56,3083,23,97.98,50,1,58.12,Potential fraud detected
2028-11-27,Branch_3,69208.24,1718,47,90.24,31,0,-50.85,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2028-12-04,Branch_3,87037.76,3236,28,89.39,33,0,25.76,ATM downtime increased
2028-12-11,Branch_3,71934.31,1067,39,96.77,38,1,-17.35,Spike in customer complaints; Potential fraud detected
2028-12-18,Branch_3,64660.86,1285,34,92.7,40,0,-10.11,Spike in customer complaints
2028-12-25,Branch_3,73118.24,3511,5,94.9,14,0,13.08,No significant issues
2029-01-01,Branch_3,77187.18,1939,30,98.83,41,0,5.56,No significant issues
2029-01-08,Branch_3,77699.09,3297,9,93.86,46,0,0.66,No significant issues
2029-01-15,Branch_3,115663.12,3778,41,94.83,19,0,48.86,Spike in customer complaints
2029-01-22,Branch_3,60317.56,2320,33,91.7,12,0,-47.85,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2029-01-29,Branch_3,94683.12,2682,38,97.03,45,0,56.97,Spike in customer complaints
2029-02-05,Branch_3,94185.78,2717,31,96.14,44,0,-0.53,Spike in customer complaints
2029-02-12,Branch_3,66720.58,3147,28,95.76,20,0,-29.16,Significant revenue drop
2029-02-19,Branch_3,73962.75,2145,48,93.03,35,0,10.85,Spike in customer complaints
2029-02-26,Branch_3,129464.46,1734,3,92.54,31,0,75.04,No significant issues
2029-03-05,Branch_3,63163.88,3647,36,91.81,40,1,-51.21,Significant revenue drop; Spike in customer complaints; ATM downtime increased; Potential fraud detected
2029-03-12,Branch_3,57632.1,3591,25,92.78,39,0,-8.76,No significant issues
2029-03-19,Branch_3,69516.73,3108,27,99.84,50,0,20.62,No significant issues
2029-03-26,Branch_3,121478.37,4646,39,94.17,33,0,74.75,Spike in customer complaints
2029-04-02,Branch_3,121342.46,1610,42,93.78,28,0,-0.11,Spike in customer complaints
2029-04-09,Branch_3,141538.47,1902,42,96.57,20,0,16.64,Spike in customer complaints
2029-04-16,Branch_3,123809.13,3237,23,93.44,27,0,-12.53,No significant issues
2029-04-23,Branch_3,141806.02,4642,40,94.09,12,0,14.54,Spike in customer complaints
2029-04-30,Branch_3,142489.17,1344,28,91.11,28,0,0.48,ATM downtime increased
2029-05-07,Branch_3,114174.68,4386,50,91.64,10,0,-19.87,Spike in customer complaints; ATM downtime increased
2029-05-14,Branch_3,149140.21,3191,42,97.43,46,0,30.62,Spike in customer complaints
2029-05-21,Branch_3,94114.56,3516,20,96.65,34,0,-36.9,Significant revenue drop
2029-05-28,Branch_3,123151.34,3520,26,99.11,16,0,30.85,No significant issues
2029-06-04,Branch_3,85676.88,3329,47,92.32,26,0,-30.43,Significant revenue drop; Spike in customer complaints
2029-06-11,Branch_3,130186.3,1184,17,91.1,17,0,51.95,ATM downtime increased
2029-06-18,Branch_3,123673.56,1761,43,94.33,15,0,-5.0,Spike in customer complaints
2029-06-25,Branch_3,70306.45,4415,12,89.89,39,0,-43.15,Significant revenue drop; ATM downtime increased
2029-07-02,Branch_3,73129.28,3332,19,98.59,39,0,4.02,No significant issues
2029-07-09,Branch_3,52833.5,4375,17,98.35,27,0,-27.75,Significant revenue drop
2029-07-16,Branch_3,138026.58,3088,9,89.28,36,0,161.25,ATM downtime increased
2029-07-23,Branch_3,84205.28,4953,36,99.75,34,0,-38.99,Significant revenue drop; Spike in customer complaints
2029-07-30,Branch_3,110246.63,2534,29,94.41,34,0,30.93,No significant issues
2029-08-06,Branch_3,148829.69,4330,35,91.02,36,0,35.0,Spike in customer complaints; ATM downtime increased
2029-08-13,Branch_3,106305.17,3325,3,97.5,37,0,-28.57,Significant revenue drop
2029-08-20,Branch_3,62177.84,1118,42,98.47,50,0,-41.51,Significant revenue drop; Spike in customer complaints
2029-08-27,Branch_3,61502.86,1581,13,94.28,15,0,-1.09,No significant issues
2029-09-03,Branch_3,55055.4,2446,5,95.87,27,0,-10.48,No significant issues
2029-09-10,Branch_3,63470.52,3336,5,98.28,41,0,15.28,No significant issues
2029-09-17,Branch_3,60952.13,4135,20,90.68,18,0,-3.97,ATM downtime increased
2029-09-24,Branch_3,104835.27,3875,33,91.49,36,0,72.0,Spike in customer complaints; ATM downtime increased
2029-10-01,Branch_3,137440.14,4099,37,97.94,15,0,31.1,Spike in customer complaints
2029-10-08,Branch_3,73435.44,3304,42,98.9,23,0,-46.57,Significant revenue drop; Spike in customer complaints
2029-10-15,Branch_3,124346.22,4927,40,94.78,10,0,69.33,Spike in customer complaints
2029-10-22,Branch_3,118249.93,1706,6,96.99,33,0,-4.9,No significant issues
2029-10-29,Branch_3,120428.06,3481,23,92.38,36,0,1.84,No significant issues
2029-11-05,Branch_3,68174.87,2135,17,91.7,33,0,-43.39,Significant revenue drop; ATM downtime increased
2029-11-12,Branch_3,78212.19,2387,46,98.39,20,0,14.72,Spike in customer complaints
2029-11-19,Branch_3,139033.45,2717,17,94.19,50,0,77.76,No significant issues
2029-11-26,Branch_3,137074.94,1257,25,94.85,31,0,-1.41,No significant issues
2029-12-03,Branch_3,56813.92,3147,9,93.72,27,0,-58.55,Significant revenue drop
2029-12-10,Branch_3,140989.46,1828,48,99.13,45,0,148.16,Spike in customer complaints
2029-12-17,Branch_3,105959.63,1058,2,90.79,38,1,-24.85,Significant revenue drop; ATM downtime increased; Potential fraud detected
2029-12-24,Branch_3,80324.02,2486,23,95.7,19,0,-24.19,Significant revenue drop
2029-12-31,Branch_3,74345.85,1082,40,99.37,16,0,-7.44,Spike in customer complaints
2030-01-07,Branch_3,67295.3,4695,47,95.85,44,0,-9.48,Spike in customer complaints
2030-01-14,Branch_3,80550.66,1716,24,89.85,41,0,19.7,ATM downtime increased
2030-01-21,Branch_3,96949.52,2365,28,98.07,39,0,20.36,No significant issues
2030-01-28,Branch_3,77015.15,3989,13,89.33,15,0,-20.56,Significant revenue drop; ATM downtime increased
2030-02-04,Branch_3,51138.3,4991,32,95.25,49,0,-33.6,Significant revenue drop; Spike in customer complaints
2030-02-11,Branch_3,109190.98,1178,26,91.39,33,1,113.52,ATM downtime increased; Potential fraud detected
2030-02-18,Branch_3,108245.83,1656,11,97.56,49,0,-0.87,No significant issues
2030-02-25,Branch_3,90457.7,2432,1,94.13,24,0,-16.43,No significant issues
2030-03-04,Branch_3,60644.45,3818,31,95.6,30,0,-32.96,Significant revenue drop; Spike in customer complaints
2030-03-11,Branch_3,84130.57,2635,21,92.46,38,1,38.73,Potential fraud detected
2030-03-18,Branch_3,136443.76,4260,49,99.95,36,0,62.18,Spike in customer complaints
2030-03-25,Branch_3,105389.99,3345,43,90.64,25,0,-22.76,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2030-04-01,Branch_3,104581.6,3131,22,95.93,22,0,-0.77,No significant issues
2030-04-08,Branch_3,88828.23,4226,3,93.39,34,1,-15.06,Potential fraud detected
2030-04-15,Branch_3,97759.73,4787,43,97.4,32,0,10.05,Spike in customer complaints
2030-04-22,Branch_3,64307.47,1119,28,94.71,47,0,-34.22,Significant revenue drop
2030-04-29,Branch_3,66054.26,3557,43,91.26,50,0,2.72,Spike in customer complaints; ATM downtime increased
2030-05-06,Branch_3,94988.88,3411,30,97.57,42,0,43.8,No significant issues
2030-05-13,Branch_3,106693.59,3104,7,94.43,17,0,12.32,No significant issues
2030-05-20,Branch_3,137396.12,1875,22,98.57,26,0,28.78,No significant issues
2030-05-27,Branch_3,124580.94,1785,25,95.02,11,0,-9.33,No significant issues
2030-06-03,Branch_3,139795.78,2840,26,90.04,28,0,12.21,ATM downtime increased
2030-06-10,Branch_3,129958.84,2384,30,95.87,13,0,-7.04,No significant issues
2030-06-17,Branch_3,102346.1,1197,25,97.11,15,1,-21.25,Significant revenue drop; Potential fraud detected
2030-06-24,Branch_3,51841.6,1144,27,92.4,11,0,-49.35,Significant revenue drop
2030-07-01,Branch_3,59710.65,4161,28,95.53,16,0,15.18,No significant issues
2030-07-08,Branch_3,117739.83,1401,49,97.85,25,0,97.18,Spike in customer complaints
2030-07-15,Branch_3,57680.48,2296,26,93.31,26,0,-51.01,Significant revenue drop
2030-07-22,Branch_3,72561.19,4319,33,98.09,18,0,25.8,Spike in customer complaints
2030-07-29,Branch_3,118309.08,2116,29,94.61,32,0,63.05,No significant issues
2030-08-05,Branch_3,102555.99,3790,4,96.3,20,0,-13.32,No significant issues
2030-08-12,Branch_3,111371.04,4046,32,96.48,42,0,8.6,Spike in customer complaints
2030-08-19,Branch_3,117666.37,2608,23,90.39,19,0,5.65,ATM downtime increased
2030-08-26,Branch_3,64983.66,1237,9,94.61,46,0,-44.77,Significant revenue drop
2030-09-02,Branch_3,76523.25,2537,33,89.89,28,0,17.76,Spike in customer complaints; ATM downtime increased
2030-09-09,Branch_3,136827.82,1118,15,98.19,13,0,78.81,No significant issues
2030-09-16,Branch_3,140091.25,2693,11,90.43,26,1,2.39,ATM downtime increased; Potential fraud detected
2030-09-23,Branch_3,116620.03,3020,12,98.26,30,0,-16.75,No significant issues
2030-09-30,Branch_3,122441.78,3004,32,93.14,40,0,4.99,Spike in customer complaints
2030-10-07,Branch_3,118841.1,2611,20,94.33,18,0,-2.94,No significant issues
2030-10-14,Branch_3,118306.44,2166,13,98.81,18,0,-0.45,No significant issues
2030-10-21,Branch_3,138826.84,3390,24,89.12,25,0,17.35,ATM downtime increased
2030-10-28,Branch_3,112469.87,4383,46,90.23,22,0,-18.99,Spike in customer complaints; ATM downtime increased
2030-11-04,Branch_3,134112.51,2332,22,97.17,18,1,19.24,Potential fraud detected
2030-11-11,Branch_3,68104.35,2024,44,94.56,19,0,-49.22,Significant revenue drop; Spike in customer complaints
2030-11-18,Branch_3,124441.55,4652,30,93.84,24,0,82.72,No significant issues
2030-11-25,Branch_3,88969.98,4795,18,91.5,24,0,-28.5,Significant revenue drop; ATM downtime increased
2030-12-02,Branch_3,72916.46,4498,3,93.33,10,0,-18.04,No significant issues
2030-12-09,Branch_3,66400.28,2493,25,99.87,35,0,-8.94,No significant issues
2030-12-16,Branch_3,109457.48,4990,39,99.47,24,0,64.84,Spike in customer complaints
2030-12-23,Branch_3,83495.15,3969,6,94.91,48,0,-23.72,Significant revenue drop
2030-12-30,Branch_3,88177.93,2031,5,99.78,24,0,5.61,No significant issues
2031-01-06,Branch_3,70155.98,2444,13,90.14,19,0,-20.44,Significant revenue drop; ATM downtime increased
2031-01-13,Branch_3,149930.81,2097,34,95.74,28,0,113.71,Spike in customer complaints
2031-01-20,Branch_3,71120.61,1838,30,98.84,43,0,-52.56,Significant revenue drop
2031-01-27,Branch_3,125849.51,2746,50,99.3,25,0,76.95,Spike in customer complaints
2031-02-03,Branch_3,98857.3,4654,37,92.47,42,0,-21.45,Significant revenue drop; Spike in customer complaints
2031-02-10,Branch_3,139520.09,2596,36,97.89,13,1,41.13,Spike in customer complaints; Potential fraud detected
2031-02-17,Branch_3,138825.25,3715,30,95.19,35,0,-0.5,No significant issues
2031-02-24,Branch_3,93985.74,1054,29,92.19,48,0,-32.3,Significant revenue drop
2031-03-03,Branch_3,120912.3,3230,10,97.77,22,0,28.65,No significant issues
2031-03-10,Branch_3,116414.9,1174,41,96.03,27,0,-3.72,Spike in customer complaints
2031-03-17,Branch_3,67533.81,2943,39,96.75,18,0,-41.99,Significant revenue drop; Spike in customer complaints
2031-03-24,Branch_3,97150.35,2770,22,97.92,36,0,43.85,No significant issues
2031-03-31,Branch_3,104817.73,4120,16,95.49,11,0,7.89,No significant issues
2031-04-07,Branch_3,77124.3,2836,6,94.68,48,1,-26.42,Significant revenue drop; Potential fraud detected
2031-04-14,Branch_3,113101.33,1573,37,89.75,26,0,46.65,Spike in customer complaints; ATM downtime increased
2031-04-21,Branch_3,149461.11,3118,50,93.2,16,0,32.15,Spike in customer complaints
2031-04-28,Branch_3,93906.55,2304,1,90.61,12,0,-37.17,Significant revenue drop; ATM downtime increased
2031-05-05,Branch_3,143186.89,2330,29,94.19,39,0,52.48,No significant issues
2031-05-12,Branch_3,129193.05,1788,28,93.18,25,0,-9.77,No significant issues
2031-05-19,Branch_3,124903.45,4762,5,89.98,24,0,-3.32,ATM downtime increased
2031-05-26,Branch_3,80475.48,3981,17,92.86,11,0,-35.57,Significant revenue drop
2031-06-02,Branch_3,132830.02,2522,19,90.94,41,0,65.06,ATM downtime increased
2031-06-09,Branch_3,106844.82,3486,8,93.27,40,0,-19.56,No significant issues
2031-06-16,Branch_3,88265.52,4364,25,90.62,16,0,-17.39,ATM downtime increased
2031-06-23,Branch_3,53279.25,3235,26,96.62,37,0,-39.64,Significant revenue drop
2031-06-30,Branch_3,120257.62,3222,38,94.75,50,0,125.71,Spike in customer complaints
2031-07-07,Branch_3,136018.28,2906,37,89.44,31,0,13.11,Spike in customer complaints; ATM downtime increased
2031-07-14,Branch_3,142559.25,1465,43,92.12,44,0,4.81,Spike in customer complaints
2031-07-21,Branch_3,88719.83,4385,49,94.25,13,0,-37.77,Significant revenue drop; Spike in customer complaints
2031-07-28,Branch_3,128596.52,2147,42,95.87,23,0,44.95,Spike in customer complaints
2031-08-04,Branch_3,116445.77,3527,12,94.44,12,0,-9.45,No significant issues
2031-08-11,Branch_3,123123.22,4645,36,95.29,33,0,5.73,Spike in customer complaints
2031-08-18,Branch_3,71865.28,2895,33,89.85,43,0,-41.63,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2031-08-25,Branch_3,108254.43,1349,2,98.22,17,1,50.64,Potential fraud detected
2031-09-01,Branch_3,61040.37,2240,6,95.91,33,0,-43.61,Significant revenue drop
2031-09-08,Branch_3,88692.37,4096,7,91.62,44,0,45.3,ATM downtime increased
2031-09-15,Branch_3,99076.02,4253,4,98.43,18,0,11.71,No significant issues
2031-09-22,Branch_3,124740.46,1196,20,92.28,38,0,25.9,No significant issues
2031-09-29,Branch_3,50045.03,1082,44,94.7,43,0,-59.88,Significant revenue drop; Spike in customer complaints
2031-10-06,Branch_3,149026.7,1177,16,93.89,14,0,197.79,No significant issues
2031-10-13,Branch_3,148236.98,1214,28,98.09,18,0,-0.53,No significant issues
2031-10-20,Branch_3,117443.23,4572,3,89.34,20,0,-20.77,Significant revenue drop; ATM downtime increased
2031-10-27,Branch_3,85057.18,2416,1,90.06,26,0,-27.58,Significant revenue drop; ATM downtime increased
2031-11-03,Branch_3,97029.88,3528,35,89.57,45,0,14.08,Spike in customer complaints; ATM downtime increased
2031-11-10,Branch_3,144854.53,4617,42,92.76,40,0,49.29,Spike in customer complaints
2031-11-17,Branch_3,52914.1,3064,37,96.42,50,0,-63.47,Significant revenue drop; Spike in customer complaints
2031-11-24,Branch_3,52861.87,3218,41,96.18,29,0,-0.1,Spike in customer complaints
2031-12-01,Branch_3,119873.49,1268,50,92.95,15,0,126.77,Spike in customer complaints
2031-12-08,Branch_3,123367.53,3954,50,98.57,44,0,2.91,Spike in customer complaints
2031-12-15,Branch_3,68672.41,4107,17,89.1,37,0,-44.34,Significant revenue drop; ATM downtime increased
2031-12-22,Branch_3,110253.32,1081,4,93.3,16,0,60.55,No significant issues
2031-12-29,Branch_3,136429.12,4033,30,91.38,24,0,23.74,ATM downtime increased
2032-01-05,Branch_3,138579.68,1229,20,99.7,10,0,1.58,No significant issues
2032-01-12,Branch_3,136876.02,4791,7,93.19,33,1,-1.23,Potential fraud detected
2032-01-19,Branch_3,121059.12,2069,6,89.2,44,0,-11.56,ATM downtime increased
2032-01-26,Branch_3,93071.25,1501,37,95.36,34,0,-23.12,Significant revenue drop; Spike in customer complaints
2032-02-02,Branch_3,141690.09,2344,47,99.26,10,0,52.24,Spike in customer complaints
2032-02-09,Branch_3,72096.52,1655,31,95.68,34,0,-49.12,Significant revenue drop; Spike in customer complaints
2032-02-16,Branch_3,68809.09,1278,38,97.89,30,0,-4.56,Spike in customer complaints
2032-02-23,Branch_3,71773.19,3558,36,93.29,50,0,4.31,Spike in customer complaints
2032-03-01,Branch_3,120874.6,4503,40,99.58,18,0,68.41,Spike in customer complaints
2032-03-08,Branch_3,95677.86,4505,21,93.97,16,0,-20.85,Significant revenue drop
2032-03-15,Branch_3,136299.19,3435,18,94.96,50,0,42.46,No significant issues
2032-03-22,Branch_3,93682.81,3385,38,94.48,27,0,-31.27,Significant revenue drop; Spike in customer complaints
2032-03-29,Branch_3,96234.07,2576,5,91.11,26,0,2.72,ATM downtime increased
2032-04-05,Branch_3,81751.71,3436,11,92.09,47,0,-15.05,No significant issues
2032-04-12,Branch_3,98762.21,1664,49,94.15,18,0,20.81,Spike in customer complaints
2032-04-19,Branch_3,57546.39,3719,44,89.64,30,0,-41.73,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2032-04-26,Branch_3,78187.61,2206,2,94.16,39,0,35.87,No significant issues
2032-05-03,Branch_3,100184.2,3153,34,98.1,13,0,28.13,Spike in customer complaints
2032-05-10,Branch_3,88306.71,3656,14,93.29,26,1,-11.86,Potential fraud detected
2032-05-17,Branch_3,147711.19,3663,45,94.27,21,0,67.27,Spike in customer complaints
2032-05-24,Branch_3,87220.97,4111,14,97.85,43,1,-40.95,Significant revenue drop; Potential fraud detected
2032-05-31,Branch_3,89918.53,3408,19,97.65,46,0,3.09,No significant issues
2032-06-07,Branch_3,119963.1,2263,45,99.75,32,1,33.41,Spike in customer complaints; Potential fraud detected
2032-06-14,Branch_3,73955.45,4760,28,89.11,14,0,-38.35,Significant revenue drop; ATM downtime increased
2032-06-21,Branch_3,123362.24,3949,17,89.43,10,0,66.81,ATM downtime increased
2032-06-28,Branch_3,89873.77,2382,16,97.22,38,0,-27.15,Significant revenue drop
2032-07-05,Branch_3,84742.46,4244,34,99.33,15,1,-5.71,Spike in customer complaints; Potential fraud detected
2032-07-12,Branch_3,66857.63,2374,45,97.14,32,0,-21.1,Significant revenue drop; Spike in customer complaints
2032-07-19,Branch_3,79259.05,4862,2,89.46,24,1,18.55,ATM downtime increased; Potential fraud detected
2032-07-26,Branch_3,104548.93,2679,0,98.75,46,0,31.91,No significant issues
2032-08-02,Branch_3,77482.22,1104,46,94.69,50,0,-25.89,Significant revenue drop; Spike in customer complaints
2032-08-09,Branch_3,71640.96,3008,23,99.74,48,0,-7.54,No significant issues
2032-08-16,Branch_3,128150.83,3297,25,99.0,42,0,78.88,No significant issues
2032-08-23,Branch_3,68084.3,4757,25,95.29,37,0,-46.87,Significant revenue drop
2032-08-30,Branch_3,104224.78,3538,36,92.98,10,1,53.08,Spike in customer complaints; Potential fraud detected
2032-09-06,Branch_3,136061.76,2122,24,89.7,24,0,30.55,ATM downtime increased
2032-09-13,Branch_3,146222.1,2036,13,95.06,31,0,7.47,No significant issues
2032-09-20,Branch_3,137018.46,4722,1,97.79,24,0,-6.29,No significant issues
2032-09-27,Branch_3,83729.28,2910,50,94.15,27,0,-38.89,Significant revenue drop; Spike in customer complaints
2032-10-04,Branch_3,52015.76,3466,42,89.57,48,0,-37.88,Significant revenue drop; Spike in customer complaints; ATM downtime increased
2032-10-11,Branch_3,142979.24,1121,37,95.44,21,0,174.88,Spike in customer complaints
2032-10-18,Branch_3,136462.33,4856,24,94.93,20,0,-4.56,No significant issues
2032-10-25,Branch_3,103029.72,4433,32,96.91,31,0,-24.5,Significant revenue drop; Spike in customer complaints
2032-11-01,Branch_3,130413.9,1188,39,97.9,10,0,26.58,Spike in customer complaints
2032-11-08,Branch_3,91229.08,2195,49,94.01,42,0,-30.05,Significant revenue drop; Spike in customer complaints
2032-11-15,Branch_3,147328.22,1877,46,90.08,40,1,61.49,Spike in customer complaints; ATM downtime increased; Potential fraud detected
2032-11-22,Branch_3,50846.95,3161,0,91.47,34,0,-65.49,Significant revenue drop; ATM downtime increased
2032-11-29,Branch_3,107755.36,4027,40,94.39,30,0,111.92,Spike in customer complaints
2032-12-06,Branch_3,99398.68,3363,43,97.26,33,0,-7.76,Spike in customer complaints
2032-12-13,Branch_3,55906.54,3366,29,94.7,32,1,-43.76,Significant revenue drop; Potential fraud detected
2032-12-20,Branch_3,84159.15,1779,1,92.31,32,0,50.54,No significant issues
2032-12-27,Branch_3,136622.74,4497,14,90.08,29,0,62.34,ATM downtime increased
2033-01-03,Branch_3,110142.89,4238,1,95.95,28,0,-19.38,No significant issues
2033-01-10,Branch_3,110010.8,1473,35,99.4,31,0,-0.12,Spike in customer complaints
2033-01-17,Branch_3,60249.52,4578,18,93.19,36,0,-45.23,Significant revenue drop
2033-01-24,Branch_3,122437.72,2230,14,98.24,12,0,103.22,No significant issues
2033-01-31,Branch_3,143158.69,4817,8,90.38,49,0,16.92,ATM downtime increased
2033-02-07,Branch_3,62020.84,3464,23,89.89,41,0,-56.68,Significant revenue drop; ATM downtime increased
2033-02-14,Branch_3,113035.51,3408,6,89.85,41,0,82.25,ATM downtime increased
2033-02-21,Branch_3,83944.62,3453,17,90.88,50,0,-25.74,Significant revenue drop; ATM downtime increased
2033-02-28,Branch_3,60070.96,3468,6,98.88,27,0,-28.44,Significant revenue drop
2033-03-07,Branch_3,128722.2,1470,48,95.89,44,0,114.28,Spike in customer complaints
2033-03-14,Branch_3,51158.84,3154,19,94.73,38,0,-60.26,Significant revenue drop
